datetime,temp,feelslike,humidity,precip,preciptype,windspeed,visibility,cloudcover,uvindex,icon
2012-09-22,8.2,6.8,72.9,6.544,rain,21.5,15.8,70.8,7,rain
2012-09-23,8.0,7.5,62.4,0.0,,19.8,16.0,15.4,8,clear-day
2012-09-24,12.7,12.4,49.4,0.0,,22.0,16.0,0.0,8,clear-day
2012-09-25,17.7,17.6,49.4,0.0,,16.3,16.0,0.0,7,clear-day
2012-09-26,12.0,11.7,62.6,0.0,,19.4,14.8,5.1,8,clear-day
2012-09-27,9.5,9.3,69.6,0.0,,18.3,16.0,28.0,7,partly-cloudy-day
2012-09-28,11.1,11.1,65.7,0.0,,10.1,14.5,5.7,7,clear-day
2012-09-29,15.5,15.5,53.7,0.0,,18.0,15.9,2.6,7,clear-day
2012-09-30,12.4,12.3,65.7,0.0,,13.8,15.2,8.2,7,clear-day
2012-10-01,11.3,11.2,72.1,0.0,,9.0,16.0,1.8,3,clear-day
2012-10-02,13.2,13.2,70.9,0.0,,16.4,15.4,0.1,7,clear-day
2012-10-03,13.4,13.4,71.8,0.0,,13.5,11.5,19.4,7,clear-day
2012-10-04,14.1,13.9,64.1,0.0,,19.2,16.0,29.6,6,partly-cloudy-day
2012-10-05,6.6,4.5,50.9,0.0,,20.2,16.0,9.0,7,clear-day
2012-10-06,5.3,2.8,52.8,0.0,,21.6,16.0,93.8,6,cloudy
2012-10-07,6.2,4.9,42.8,0.0,,12.2,16.0,53.1,7,partly-cloudy-day
2012-10-08,9.7,8.7,40.8,0.0,,30.9,16.0,21.1,7,partly-cloudy-day
2012-10-09,10.3,9.6,60.4,3.636,rain,25.8,15.4,72.6,6,rain
2012-10-10,5.3,3.2,60.5,0.0,,19.8,16.0,26.7,7,partly-cloudy-day
2012-10-11,9.7,8.0,47.6,0.0,,26.9,16.0,67.9,7,partly-cloudy-day
2012-10-12,4.9,3.8,51.7,0.0,,20.3,16.0,0.1,7,clear-day
2012-10-13,11.2,9.8,87.9,20.785,rain,23.5,8.6,95.9,3,rain
2012-10-14,12.7,11.4,92.4,44.25,rain,30.8,9.3,98.2,4,rain
2012-10-15,8.9,8.1,70.1,0.0,,18.3,16.0,19.0,7,clear-day
2012-10-16,13.4,12.8,65.5,0.0,,39.9,16.0,29.3,6,partly-cloudy-day
2012-10-17,14.7,14.7,76.4,15.161,rain,26.2,13.3,55.4,3,rain
2012-10-18,8.1,5.8,82.3,0.831,rain,22.3,15.4,95.7,3,rain
2012-10-19,7.6,6.2,86.2,2.699,rain,19.5,14.7,89.8,5,rain
2012-10-20,7.9,7.1,74.7,0.0,,14.4,16.0,32.2,6,partly-cloudy-day
2012-10-21,10.3,10.3,73.3,0.0,,22.4,15.2,1.7,6,clear-day
2012-10-22,13.2,13.2,90.4,13.267,rain,14.6,7.4,82.3,2,rain
2012-10-23,15.1,15.1,95.2,3.629,rain,16.9,3.4,99.6,4,rain
2012-10-24,20.1,20.1,82.6,0.0,,27.2,13.4,81.5,4,partly-cloudy-day
2012-10-25,15.1,13.9,81.2,9.839,rain,30.8,14.4,85.7,3,rain
2012-10-26,4.3,1.5,59.0,0.0,,21.9,16.0,17.9,6,clear-day
2012-10-27,1.4,0.2,64.6,0.0,,18.3,16.0,14.3,6,clear-day
2012-10-28,2.0,0.8,63.1,0.0,,17.6,16.0,10.6,6,clear-day
2012-10-29,2.8,1.1,61.7,0.0,,22.0,15.8,0.0,6,clear-day
2012-10-30,4.2,-0.2,53.3,0.0,,38.2,16.0,14.7,4,clear-day
2012-10-31,2.9,-0.5,54.9,0.0,,21.5,16.0,1.0,6,clear-day
2012-11-01,5.5,3.7,47.1,0.0,,26.1,16.0,67.6,6,partly-cloudy-day
2012-11-02,2.0,-0.1,70.2,0.0,,12.2,16.0,2.3,5,clear-day
2012-11-03,2.4,1.4,70.7,0.0,,10.7,16.0,79.7,5,partly-cloudy-day
2012-11-04,2.2,1.9,70.8,0.0,,7.7,15.8,33.8,5,partly-cloudy-day
2012-11-05,0.0,-0.7,79.5,0.0,,13.7,13.7,32.2,5,partly-cloudy-day
2012-11-06,1.5,-1.4,89.5,3.133,rain,20.0,7.6,74.9,2,rain
2012-11-07,3.9,2.6,88.5,0.0,,11.8,6.3,100.0,3,cloudy
2012-11-08,6.4,4.5,69.4,0.0,,22.6,15.3,43.9,5,partly-cloudy-day
2012-11-09,6.0,4.4,82.2,0.0,,14.8,7.9,77.9,2,partly-cloudy-day
2012-11-10,14.0,13.3,73.4,0.0,,36.2,12.0,59.5,4,partly-cloudy-day
2012-11-11,12.8,12.0,77.6,18.387,rain,35.5,13.3,84.1,4,rain
2012-11-12,-2.3,-7.5,67.2,0.0,,21.6,15.6,86.6,5,partly-cloudy-day
2012-11-13,-0.9,-3.0,62.0,0.0,,11.0,16.0,5.1,5,clear-day
2012-11-14,4.0,0.5,59.9,0.0,,25.2,16.0,52.7,4,partly-cloudy-day
2012-11-15,4.8,3.2,63.3,0.0,,16.6,15.9,18.9,4,clear-day
2012-11-16,1.9,0.7,87.7,0.0,,12.5,9.6,20.1,5,partly-cloudy-day
2012-11-17,5.2,3.5,74.2,0.0,,17.4,9.2,33.1,5,partly-cloudy-day
2012-11-18,7.1,5.6,62.2,0.0,,21.3,12.8,0.9,5,clear-day
2012-11-19,8.3,7.5,70.6,0.823,rain,14.1,14.1,68.0,4,rain
2012-11-20,9.1,9.1,84.0,0.0,,10.5,7.4,49.6,4,partly-cloudy-day
2012-11-21,7.0,5.8,84.6,0.0,,22.0,6.9,44.1,5,partly-cloudy-day
2012-11-22,11.4,9.9,65.7,0.0,,31.6,14.7,20.8,3,partly-cloudy-day
2012-11-23,-1.1,-7.3,60.1,0.0,,33.4,15.7,97.4,4,cloudy
2012-11-24,-2.5,-6.7,60.9,0.0,,25.1,16.0,77.8,5,partly-cloudy-day
2012-11-25,-0.3,-2.9,64.2,0.0,,18.3,16.0,16.6,5,clear-day
2012-11-26,-3.7,-6.1,62.8,0.0,,17.2,15.9,47.1,3,partly-cloudy-day
2012-11-27,-4.5,-7.2,57.3,0.0,,16.5,16.0,29.3,4,partly-cloudy-day
2012-11-28,0.2,-1.9,56.4,0.0,,14.4,16.0,3.7,4,clear-day
2012-11-29,3.8,1.8,64.3,0.0,,13.5,15.2,16.8,4,clear-day
2012-11-30,4.2,1.0,82.7,0.0,,19.4,8.1,99.7,4,cloudy
2012-12-01,7.1,5.1,88.7,3.005,rain,17.0,5.0,99.9,2,rain
2012-12-02,9.8,9.2,85.5,0.0,,15.1,6.9,42.8,4,partly-cloudy-day
2012-12-03,12.4,11.6,88.0,0.431,rain,23.7,7.2,86.0,3,rain
2012-12-04,6.7,4.9,55.7,0.0,,26.1,16.0,0.0,4,clear-day
2012-12-05,-2.1,-5.5,63.3,0.0,,18.1,16.0,1.0,4,clear-day
2012-12-06,4.2,1.0,73.7,0.0,,23.9,16.0,72.9,1,partly-cloudy-day
2012-12-07,2.7,0.6,69.5,0.0,,16.4,16.0,71.8,3,partly-cloudy-day
2012-12-08,0.5,-2.9,76.7,0.0,,13.2,15.5,60.1,4,partly-cloudy-day
2012-12-09,0.8,-2.2,91.0,8.357,"rain,snow",18.2,6.6,97.5,1,rain
2012-12-10,-1.0,-4.1,85.0,1.236,"rain,snow",22.0,12.5,98.1,4,rain
2012-12-11,-3.1,-7.2,75.1,0.0,,17.5,15.0,81.2,4,partly-cloudy-day
2012-12-12,1.7,-2.1,65.1,0.0,,27.4,15.7,23.8,4,partly-cloudy-day
2012-12-13,2.2,-0.5,63.2,0.0,,22.5,16.0,0.0,4,clear-day
2012-12-14,0.9,-0.5,76.7,0.0,,14.4,14.7,0.5,4,clear-day
2012-12-15,5.5,3.0,89.8,9.865,rain,25.7,8.6,95.9,1,rain
2012-12-16,4.7,2.7,88.5,2.659,rain,16.8,12.2,100.0,4,rain
2012-12-17,-1.1,-3.4,81.6,0.0,,14.7,14.3,98.9,3,cloudy
2012-12-18,-1.5,-4.6,88.3,2.464,"rain,snow",15.2,7.3,99.9,2,snow
2012-12-19,-0.5,-1.7,87.9,2.123,"rain,snow",16.8,7.3,94.1,1,rain
2012-12-20,0.2,-6.6,92.9,28.031,"rain,snow",41.7,2.2,100.0,1,rain
2012-12-21,-6.4,-12.9,72.5,0.0,,37.2,15.7,40.3,4,partly-cloudy-day
2012-12-22,-9.8,-11.6,78.7,0.0,,12.7,15.0,0.7,4,clear-day
2012-12-23,-9.2,-11.5,85.6,0.0,,17.1,14.1,40.7,4,partly-cloudy-day
2012-12-24,-6.6,-10.1,81.4,0.0,,18.1,15.2,88.5,3,partly-cloudy-day
2012-12-25,-10.5,-14.4,79.1,0.0,,15.3,16.0,22.2,4,partly-cloudy-day
2012-12-26,-5.9,-12.2,78.7,0.0,,25.0,15.8,89.4,4,partly-cloudy-day
2012-12-27,-4.7,-9.2,76.6,0.0,,14.7,15.5,99.2,4,cloudy
2012-12-28,-3.4,-5.7,88.7,1.615,"rain,snow",11.1,6.4,100.0,2,snow
2012-12-29,-5.3,-9.1,82.5,0.0,,18.4,13.0,88.4,2,partly-cloudy-day
2012-12-30,-9.0,-13.0,81.6,0.0,,15.5,11.8,24.2,3,partly-cloudy-day
2012-12-31,-6.1,-9.7,74.5,0.0,,15.4,15.2,25.0,2,partly-cloudy-day
2013-01-01,-14.4,-16.9,70.7,0.0,,11.4,15.9,8.0,4,clear-day
2013-01-02,-7.5,-12.1,67.4,0.0,,16.3,15.6,69.2,4,partly-cloudy-day
2013-01-03,-5.9,-10.5,78.9,0.0,,18.4,11.1,70.1,4,partly-cloudy-day
2013-01-04,-6.0,-10.5,72.0,0.0,,17.5,16.0,0.0,4,clear-day
2013-01-05,-3.4,-6.7,82.3,0.0,,19.4,12.5,37.0,4,partly-cloudy-day
2013-01-06,-4.2,-7.9,76.2,0.0,,19.5,13.6,52.3,4,partly-cloudy-day
2013-01-07,-3.0,-7.5,70.3,0.0,,28.1,15.9,0.0,5,clear-day
2013-01-08,-0.3,-3.6,77.9,0.0,,24.8,12.7,9.8,4,clear-day
2013-01-09,1.0,-1.8,69.2,0.0,,22.4,16.0,2.1,5,clear-day
2013-01-10,-1.8,-4.1,82.1,4.763,"rain,snow",21.9,13.8,33.4,3,rain
2013-01-11,4.1,2.0,97.4,2.03,"rain,snow",21.0,3.1,91.4,3,rain
2013-01-12,1.4,-2.5,73.3,0.0,,24.3,15.8,42.7,3,partly-cloudy-day
2013-01-13,-8.1,-14.4,66.3,0.016,snow,18.6,15.3,95.2,5,snow
2013-01-14,-9.0,-11.9,65.5,0.0,,14.7,16.0,2.0,5,clear-day
2013-01-15,-6.4,-9.8,66.0,0.0,,18.3,16.0,0.0,5,clear-day
2013-01-16,-2.7,-6.8,69.3,0.0,,29.4,15.8,60.8,4,partly-cloudy-day
2013-01-17,-6.3,-10.0,56.6,0.0,,18.4,16.0,3.0,5,clear-day
2013-01-18,-0.9,-5.2,68.1,0.0,,30.0,15.9,39.4,4,partly-cloudy-day
2013-01-19,3.0,-0.5,64.6,0.0,,36.9,16.0,48.3,4,partly-cloudy-day
2013-01-20,-11.7,-18.2,55.5,0.0,,33.5,15.9,27.0,3,partly-cloudy-day
2013-01-21,-15.7,-24.1,57.7,0.0,,29.4,15.6,57.7,5,partly-cloudy-day
2013-01-22,-17.0,-22.8,60.8,0.0,,16.4,15.9,22.0,5,partly-cloudy-day
2013-01-23,-10.8,-16.3,64.5,0.482,snow,28.5,10.8,87.6,2,snow
2013-01-24,-13.8,-19.8,61.9,0.0,,23.7,16.0,28.1,4,partly-cloudy-day
2013-01-25,-6.6,-12.5,67.9,0.924,snow,22.1,13.2,89.5,4,snow
2013-01-26,-8.4,-11.6,61.8,0.0,,18.0,16.0,28.2,5,partly-cloudy-day
2013-01-27,-2.0,-7.2,76.0,3.291,"rain,snow",25.6,10.1,89.6,2,rain
2013-01-28,2.1,0.4,90.1,2.514,"rain,snow",15.1,9.8,78.0,5,rain
2013-01-29,5.7,3.7,96.2,43.474,"rain,snow",18.1,4.9,98.1,2,rain
2013-01-30,-2.1,-8.0,87.1,10.837,"rain,snow",28.3,4.9,99.5,3,rain
2013-01-31,-12.0,-19.7,71.1,0.191,snow,22.5,10.1,82.6,3,snow
2013-02-01,-17.6,-25.0,68.8,0.967,snow,16.3,14.0,24.7,5,snow
2013-02-02,-13.3,-17.8,73.3,1.419,snow,18.2,12.7,69.4,4,snow
2013-02-03,-9.9,-13.4,73.0,0.85,snow,18.2,11.4,77.6,6,snow
2013-02-04,-10.2,-14.7,74.9,2.882,snow,18.2,11.8,63.3,5,snow
2013-02-05,-6.6,-11.1,76.3,2.48,snow,16.9,12.7,83.9,2,snow
2013-02-06,-7.4,-9.9,78.5,0.0,,27.1,9.9,47.3,6,partly-cloudy-day
2013-02-07,-0.1,-4.0,90.1,12.82,"rain,snow",31.4,3.8,100.0,2,rain
2013-02-08,-6.8,-10.8,78.1,0.127,snow,29.9,15.1,57.6,6,snow
2013-02-09,-5.2,-10.3,84.5,0.152,snow,27.4,11.1,87.9,6,snow
2013-02-10,0.7,-3.4,91.4,15.175,"rain,snow",36.8,5.9,84.4,1,rain
2013-02-11,-0.5,-6.0,75.8,0.032,"rain,snow",31.4,14.9,100.0,3,rain
2013-02-12,-3.9,-8.6,72.3,0.0,,19.0,15.8,60.2,5,partly-cloudy-day
2013-02-13,-1.4,-3.3,78.6,0.0,,13.0,12.5,42.2,6,partly-cloudy-day
2013-02-14,1.1,-2.7,73.5,0.244,"rain,snow",28.4,14.5,96.0,5,rain
2013-02-15,-6.5,-11.7,58.4,0.0,,22.4,16.0,28.9,6,partly-cloudy-day
2013-02-16,-11.4,-15.7,62.9,0.0,,17.3,15.9,41.9,4,partly-cloudy-day
2013-02-17,-9.5,-13.0,68.0,0.0,,23.5,16.0,1.2,6,clear-day
2013-02-18,1.3,-3.2,74.8,3.903,"rain,snow",26.0,13.7,37.6,4,rain
2013-02-19,-10.3,-18.6,70.0,0.0,,30.1,11.0,73.1,3,partly-cloudy-day
2013-02-20,-10.0,-15.8,61.6,0.0,,16.9,16.0,0.0,7,clear-day
2013-02-21,-7.5,-13.4,80.7,0.241,snow,36.6,13.3,67.8,3,snow
2013-02-22,-2.6,-5.9,84.8,5.546,"rain,snow",31.4,8.4,100.0,3,snow
2013-02-23,-3.3,-7.4,73.2,0.0,,16.2,15.0,95.4,4,cloudy
2013-02-24,-3.6,-4.8,70.2,0.0,,12.4,15.5,2.9,7,clear-day
2013-02-25,-2.6,-3.9,76.2,0.0,,14.8,12.5,33.5,6,partly-cloudy-day
2013-02-26,-0.5,-6.9,81.6,2.907,"rain,snow",49.4,11.2,64.0,3,rain
2013-02-27,-0.4,-6.2,88.6,6.145,"rain,snow",29.7,4.4,100.0,3,rain
2013-02-28,-0.3,-5.4,77.5,0.0,,25.5,15.3,100.0,4,cloudy
2013-03-01,-5.7,-10.0,76.7,0.241,snow,28.0,13.1,69.6,4,snow
2013-03-02,-9.6,-13.4,69.6,0.0,,18.4,15.9,0.8,7,clear-day
2013-03-03,-10.4,-11.5,67.7,0.0,,9.0,15.7,3.5,7,clear-day
2013-03-04,-5.5,-9.3,74.4,0.241,"rain,snow",25.9,15.0,65.9,3,snow
2013-03-05,-2.1,-7.5,86.9,10.958,"rain,snow",27.7,7.7,96.6,1,snow
2013-03-06,-2.0,-6.4,75.4,0.0,,20.7,16.0,99.2,5,cloudy
2013-03-07,-6.4,-7.4,74.6,0.0,,11.8,14.5,6.1,7,clear-day
2013-03-08,-4.0,-6.6,77.4,0.0,,19.8,11.3,5.6,7,clear-day
2013-03-09,2.0,-2.4,80.0,8.676,"rain,snow",27.0,11.0,83.1,4,rain
2013-03-10,2.9,-0.2,95.7,20.505,"rain,snow",27.1,3.8,100.0,2,rain
2013-03-11,0.6,-2.8,90.4,0.681,"rain,snow",20.6,8.4,100.0,3,rain
2013-03-12,-2.0,-6.5,77.0,0.241,"rain,snow",20.6,11.2,97.5,7,rain
2013-03-13,-3.9,-8.5,54.8,0.0,,22.9,15.7,13.0,8,clear-day
2013-03-14,-3.3,-5.3,75.0,0.482,"rain,snow",17.5,14.4,44.3,5,rain
2013-03-15,-0.4,-2.1,89.4,3.174,"rain,snow",24.5,7.3,70.5,2,rain
2013-03-16,-3.0,-8.2,76.5,0.0,,30.0,15.2,95.4,7,cloudy
2013-03-17,-4.5,-9.9,64.3,0.0,,23.9,16.0,13.0,8,clear-day
2013-03-18,-3.1,-7.5,82.1,6.692,"rain,snow",27.3,10.4,78.5,3,rain
2013-03-19,-6.6,-13.6,58.1,0.0,,26.0,15.1,39.3,8,partly-cloudy-day
2013-03-20,-9.4,-16.4,54.8,0.0,,25.0,16.0,26.6,5,partly-cloudy-day
2013-03-21,-7.9,-11.1,59.4,0.0,,14.4,16.0,0.0,8,clear-day
2013-03-22,-5.3,-6.2,62.4,0.0,,10.9,16.0,0.0,8,clear-day
2013-03-23,-2.3,-3.6,65.4,0.0,,13.0,15.8,2.5,8,clear-day
2013-03-24,-1.2,-6.5,79.2,0.885,"rain,snow",34.0,11.7,97.5,5,snow
2013-03-25,-0.8,-5.9,68.3,0.0,,33.0,16.0,94.9,6,cloudy
2013-03-26,1.4,-1.5,61.6,0.0,,17.6,16.0,89.4,6,partly-cloudy-day
2013-03-27,1.9,0.1,57.3,0.0,,12.9,16.0,71.0,7,partly-cloudy-day
2013-03-28,1.7,1.2,56.2,0.0,,7.7,16.0,7.7,8,clear-day
2013-03-29,2.7,2.3,58.8,0.0,,9.2,16.0,2.5,8,clear-day
2013-03-30,6.1,4.1,63.4,0.242,rain,22.7,15.0,88.7,7,rain
2013-03-31,4.4,1.4,76.4,0.0,,26.1,11.9,71.1,8,partly-cloudy-day
2013-04-01,-0.8,-5.4,48.5,0.0,,24.0,16.0,21.9,9,partly-cloudy-day
2013-04-02,-0.3,-3.3,49.1,0.0,,20.5,16.0,10.1,8,clear-day
2013-04-03,1.4,-0.3,46.8,0.0,,16.6,16.0,0.0,9,clear-day
2013-04-04,6.3,4.5,48.7,0.0,,18.7,16.0,11.2,9,clear-day
2013-04-05,4.2,1.6,54.9,0.0,,28.7,16.0,27.2,9,partly-cloudy-day
2013-04-06,8.3,5.8,57.3,1.636,rain,33.5,15.8,92.5,6,rain
2013-04-07,7.3,5.1,67.9,0.0,,22.8,15.7,58.9,8,partly-cloudy-day
2013-04-08,7.7,5.5,82.2,13.456,rain,25.5,10.3,59.1,7,rain
2013-04-09,4.1,-0.1,94.4,36.623,rain,36.6,6.6,100.0,3,rain
2013-04-10,1.9,-3.4,91.7,20.344,"rain,snow",35.2,12.5,100.0,3,rain
2013-04-11,2.8,-2.2,93.6,10.155,"rain,snow",37.2,5.2,100.0,1,rain
2013-04-12,2.3,-0.2,86.3,1.188,"rain,snow",18.3,11.1,100.0,6,rain
2013-04-13,1.9,-1.4,69.6,0.0,,23.5,15.8,98.5,6,cloudy
2013-04-14,4.1,0.8,79.1,3.239,"rain,snow",38.7,14.8,77.9,7,rain
2013-04-15,8.9,7.8,78.8,12.947,rain,24.5,13.1,86.2,8,rain
2013-04-16,5.9,4.1,65.2,0.0,,20.4,16.0,22.2,9,partly-cloudy-day
2013-04-17,4.9,1.8,84.4,23.617,rain,27.7,13.0,92.8,3,rain
2013-04-18,8.0,6.0,92.9,20.118,rain,31.7,10.2,100.0,4,rain
2013-04-19,2.2,-2.6,70.1,0.004,rain,29.6,14.5,91.4,7,rain
2013-04-20,1.9,-1.0,48.9,0.0,,17.7,16.0,19.1,9,clear-day
2013-04-21,5.7,2.3,56.1,0.0,,32.2,16.0,66.4,7,partly-cloudy-day
2013-04-22,12.2,11.0,50.5,0.0,,30.0,16.0,66.5,8,partly-cloudy-day
2013-04-23,6.9,4.3,69.8,0.112,rain,21.2,16.0,97.8,4,rain
2013-04-24,6.1,4.0,49.3,0.0,,22.3,16.0,26.5,9,partly-cloudy-day
2013-04-25,6.6,4.4,59.5,0.489,rain,19.0,16.0,65.9,9,rain
2013-04-26,12.8,11.8,46.8,0.0,,31.9,16.0,27.2,8,partly-cloudy-day
2013-04-27,13.4,13.1,64.9,0.0,,16.5,15.9,42.5,9,partly-cloudy-day
2013-04-28,13.7,13.7,62.5,0.0,,9.6,12.9,32.4,9,partly-cloudy-day
2013-04-29,16.6,16.6,67.3,0.468,rain,27.5,15.6,43.7,6,rain
2013-04-30,22.8,22.3,53.5,0.916,rain,27.2,15.9,18.1,9,rain
2013-05-01,19.4,19.3,52.4,0.142,rain,24.3,16.0,28.0,9,rain
2013-05-02,8.1,5.5,69.7,2.074,rain,31.3,15.7,79.1,5,rain
2013-05-03,5.0,1.2,93.3,19.537,rain,27.8,12.9,100.0,3,rain
2013-05-04,13.9,13.4,73.9,0.533,rain,20.5,15.5,64.5,7,rain
2013-05-05,15.3,15.3,62.1,0.0,,20.4,15.6,15.7,9,clear-day
2013-05-06,15.7,15.7,58.7,0.0,,12.2,15.8,24.0,9,partly-cloudy-day
2013-05-07,18.7,18.7,44.2,0.007,rain,12.1,15.9,57.7,10,rain
2013-05-08,18.5,18.5,51.7,0.0,,12.9,16.0,30.5,9,partly-cloudy-day
2013-05-09,15.6,15.5,78.5,15.911,rain,27.5,12.7,74.8,3,rain
2013-05-10,8.2,5.8,87.4,21.874,rain,28.2,14.4,88.5,6,rain
2013-05-11,9.2,8.0,64.8,0.0,,35.4,15.6,50.2,10,partly-cloudy-day
2013-05-12,7.2,5.1,45.8,0.0,,24.3,16.0,39.5,10,partly-cloudy-day
2013-05-13,10.2,10.1,50.1,0.0,,16.7,16.0,24.7,9,partly-cloudy-day
2013-05-14,21.9,21.5,41.9,1.058,rain,23.2,16.0,22.3,10,rain
2013-05-15,21.3,21.3,41.1,0.0,,20.8,16.0,13.1,10,clear-day
2013-05-16,19.2,19.0,48.1,0.0,,25.3,16.0,21.2,10,partly-cloudy-day
2013-05-17,13.8,13.6,67.0,11.707,rain,22.9,15.6,75.2,6,rain
2013-05-18,18.7,18.7,70.8,0.0,,18.8,14.6,66.0,9,partly-cloudy-day
2013-05-19,22.5,22.6,67.8,0.503,rain,44.8,13.5,25.3,8,rain
2013-05-20,22.4,22.4,66.0,13.688,rain,26.3,15.5,27.0,8,rain
2013-05-21,20.9,20.9,66.6,0.008,rain,26.6,16.0,66.7,9,rain
2013-05-22,16.5,16.5,87.0,5.461,rain,17.0,14.7,80.6,7,rain
2013-05-23,12.4,11.9,73.4,2.351,rain,31.1,14.5,71.0,10,rain
2013-05-24,10.3,10.1,64.1,0.0,,13.9,15.7,1.8,10,clear-day
2013-05-25,11.7,11.3,56.1,0.297,rain,18.4,16.0,82.3,4,rain
2013-05-26,12.4,12.2,63.8,0.788,rain,22.9,15.8,64.3,5,rain
2013-05-27,12.1,12.1,85.1,0.789,rain,28.0,9.9,100.0,9,rain
2013-05-28,16.2,16.2,91.2,23.371,rain,14.7,9.8,89.2,4,rain
2013-05-29,21.6,21.9,78.8,14.605,rain,27.9,10.5,74.8,8,rain
2013-05-30,22.2,22.3,79.3,18.684,rain,34.2,14.2,61.5,5,rain
2013-05-31,20.4,20.4,79.5,0.298,rain,27.4,16.0,54.1,6,rain
2013-06-01,21.0,21.0,75.3,0.075,rain,30.4,14.5,78.8,10,rain
2013-06-02,13.0,12.7,68.5,0.0,,27.6,16.0,82.2,9,partly-cloudy-day
2013-06-03,14.1,14.1,61.3,0.0,,10.4,15.6,11.1,10,clear-day
2013-06-04,16.4,16.4,60.4,2.56,rain,20.9,15.7,70.5,9,rain
2013-06-05,13.9,13.9,83.6,5.124,rain,19.6,15.3,96.8,4,rain
2013-06-06,13.3,13.3,87.6,8.881,rain,14.6,12.0,100.0,4,rain
2013-06-07,15.2,15.2,72.3,0.0,,10.8,16.0,76.4,8,partly-cloudy-day
2013-06-08,16.7,16.7,62.8,0.0,,14.1,15.9,53.9,6,partly-cloudy-day
2013-06-09,19.8,19.8,63.3,4.366,rain,32.0,15.0,86.0,8,rain
2013-06-10,21.2,21.2,76.8,0.107,rain,13.0,10.9,50.4,8,rain
2013-06-11,22.4,22.6,71.3,0.0,,10.3,15.8,25.9,9,partly-cloudy-day
2013-06-12,21.4,21.4,82.8,38.603,rain,30.2,13.3,69.3,7,rain
2013-06-13,19.8,19.8,69.5,0.056,rain,19.7,15.9,44.9,10,rain
2013-06-14,19.0,19.0,68.0,0.0,,17.3,15.9,13.3,10,clear-day
2013-06-15,21.0,21.1,75.3,15.983,rain,20.3,14.9,69.2,7,rain
2013-06-16,23.8,23.6,64.0,0.236,rain,12.4,15.8,32.0,10,rain
2013-06-17,23.3,23.2,54.2,0.0,,28.1,16.0,37.7,8,partly-cloudy-day
2013-06-18,17.6,17.6,66.6,0.0,,21.6,16.0,37.7,6,partly-cloudy-day
2013-06-19,18.3,18.3,59.5,0.0,,17.4,16.0,6.6,10,clear-day
2013-06-20,23.3,23.1,49.1,0.0,,20.4,16.0,15.5,9,clear-day
2013-06-21,22.3,22.3,75.1,20.352,rain,42.5,15.3,63.4,5,rain
2013-06-22,22.4,22.4,83.4,35.767,rain,27.5,14.0,75.1,3,rain
2013-06-23,23.4,24.0,78.5,11.034,rain,29.2,15.6,23.5,6,rain
2013-06-24,23.0,23.1,77.3,0.067,rain,19.3,16.0,53.8,6,rain
2013-06-25,22.7,23.2,85.8,33.658,rain,17.8,14.7,72.2,6,rain
2013-06-26,23.6,23.9,81.2,72.322,rain,26.8,13.7,55.1,5,rain
2013-06-27,25.7,26.2,69.3,0.059,rain,18.5,15.6,42.2,9,rain
2013-06-28,21.1,21.1,71.8,0.633,rain,24.0,16.0,46.8,9,rain
2013-06-29,19.1,19.1,85.0,8.561,rain,26.3,14.1,92.8,8,rain
2013-06-30,19.5,19.5,63.5,0.0,,24.1,16.0,28.7,9,partly-cloudy-day
2013-07-01,19.5,19.5,63.3,0.0,,24.2,16.0,7.0,10,clear-day
2013-07-02,18.3,18.3,64.7,0.0,,28.0,16.0,17.6,10,clear-day
2013-07-03,17.6,17.6,78.6,0.003,rain,10.5,15.8,90.1,7,rain
2013-07-04,22.1,22.1,65.9,0.0,,20.0,13.9,21.7,9,partly-cloudy-day
2013-07-05,24.3,24.4,63.4,0.0,,24.2,15.8,18.2,9,clear-day
2013-07-06,24.9,25.1,62.0,0.0,,17.6,15.9,12.0,9,clear-day
2013-07-07,26.1,27.0,68.2,0.0,,16.8,15.2,18.0,9,clear-day
2013-07-08,26.7,28.1,75.2,11.615,rain,17.0,15.2,53.4,9,rain
2013-07-09,25.1,26.0,83.7,23.486,rain,20.3,12.6,51.9,4,rain
2013-07-10,23.3,23.3,67.6,0.0,,20.1,16.0,44.5,10,partly-cloudy-day
2013-07-11,21.0,21.0,64.9,0.0,,8.9,14.6,16.1,9,clear-day
2013-07-12,21.8,21.6,57.3,0.0,,16.7,15.9,0.0,10,clear-day
2013-07-13,23.0,23.1,58.8,0.0,,21.1,16.0,5.8,8,clear-day
2013-07-14,24.1,24.5,68.3,0.0,,15.8,15.8,22.7,9,partly-cloudy-day
2013-07-15,26.5,28.1,71.1,0.015,rain,14.9,14.7,35.1,8,rain
2013-07-16,28.8,31.1,69.8,0.0,,11.9,14.6,29.9,6,partly-cloudy-day
2013-07-17,29.0,31.3,69.5,0.017,rain,11.1,15.9,24.6,8,rain
2013-07-18,29.4,31.4,65.5,0.0,,20.5,16.0,17.6,6,clear-day
2013-07-19,28.5,30.3,60.8,0.0,,20.6,16.0,28.8,8,partly-cloudy-day
2013-07-20,23.6,23.7,65.7,0.011,rain,13.8,16.0,23.2,9,rain
2013-07-21,20.1,20.2,77.1,40.374,rain,24.9,15.5,58.4,6,rain
2013-07-22,23.0,23.3,76.5,4.294,rain,25.3,13.7,53.8,9,rain
2013-07-23,20.6,20.6,65.0,0.034,rain,21.6,16.0,44.3,10,rain
