datetime,temp,feelslike,humidity,precip,preciptype,windspeed,visibility,cloudcover,uvindex,icon
2014-05-23,15.9,15.8,58.8,0.0,,18.7,16.0,24.2,10,partly-cloudy-day
2014-05-24,16.8,16.8,53.6,0.0,,14.1,16.0,40.3,9,partly-cloudy-day
2014-05-25,20.3,20.1,50.9,0.0,,20.0,15.9,40.7,10,partly-cloudy-day
2014-05-26,23.5,23.7,67.1,9.086,rain,17.7,16.0,85.8,5,rain
2014-05-27,22.4,22.5,80.3,32.47,rain,23.4,13.0,90.2,4,rain
2014-05-28,18.2,18.2,62.0,0.09,rain,22.2,15.7,65.8,8,rain
2014-05-29,19.2,19.2,64.9,0.014,rain,18.7,16.0,18.4,9,rain
2014-05-30,20.3,20.3,62.6,0.0,,17.3,15.6,11.2,10,clear-day
2014-05-31,22.9,22.5,51.2,0.0,,23.6,16.0,25.2,9,partly-cloudy-day
2014-06-01,24.6,24.9,61.2,40.672,rain,29.9,15.1,77.3,5,rain
2014-06-02,23.2,23.2,74.6,30.565,rain,22.3,15.1,75.4,9,rain
2014-06-03,20.7,20.7,55.7,0.0,,23.7,16.0,37.3,10,partly-cloudy-day
2014-06-04,18.5,18.5,75.9,2.209,rain,13.2,15.6,77.4,5,rain
2014-06-05,19.0,19.0,59.7,0.0,,18.5,12.2,40.7,9,partly-cloudy-day
2014-06-06,22.1,22.1,46.9,0.0,,15.5,16.0,40.2,10,partly-cloudy-day
2014-06-07,20.4,20.4,60.8,3.131,rain,24.3,15.9,60.3,7,rain
2014-06-08,18.1,18.1,68.1,0.0,,22.6,15.3,71.8,10,partly-cloudy-day
2014-06-09,17.8,17.7,62.5,0.0,,17.0,16.0,50.0,10,partly-cloudy-day
2014-06-10,18.0,18.0,61.9,0.075,rain,18.8,16.0,80.5,5,rain
2014-06-11,18.3,18.3,73.6,0.57,rain,24.7,15.6,82.9,7,rain
2014-06-12,18.3,18.3,67.6,0.0,,21.7,13.5,56.0,7,partly-cloudy-day
2014-06-13,17.0,17.0,45.6,0.0,,27.7,16.0,13.0,10,clear-day
2014-06-14,19.2,19.2,51.0,0.0,,34.2,16.0,45.5,10,partly-cloudy-day
2014-06-15,23.0,23.0,50.8,0.0,,45.2,16.0,59.4,7,partly-cloudy-day
2014-06-16,24.9,24.8,57.2,0.047,rain,22.8,16.0,46.6,10,rain
2014-06-17,24.1,24.4,72.2,25.53,rain,26.5,15.6,83.4,9,rain
2014-06-18,22.6,22.6,76.4,18.649,rain,36.2,15.6,79.5,5,rain
2014-06-19,20.3,20.3,86.3,19.188,rain,21.8,11.1,98.2,7,rain
2014-06-20,23.0,23.2,80.5,31.645,rain,13.1,13.7,76.1,8,rain
2014-06-21,21.3,21.4,84.3,0.694,rain,19.6,10.3,79.3,7,rain
2014-06-22,22.2,22.3,82.5,1.593,rain,16.1,14.6,60.0,10,rain
2014-06-23,23.1,23.3,78.8,0.546,rain,13.1,13.8,81.0,7,rain
2014-06-24,23.8,23.9,70.3,0.0,,14.2,14.3,59.5,9,partly-cloudy-day
2014-06-25,20.7,20.7,82.5,0.002,rain,15.5,11.4,68.7,9,rain
2014-06-26,21.0,21.0,75.7,0.0,,19.8,13.4,87.1,9,partly-cloudy-day
2014-06-27,24.7,25.3,65.6,0.0,,30.0,16.0,68.7,8,partly-cloudy-day
2014-06-28,26.1,27.0,70.3,0.008,rain,35.2,16.0,55.3,5,rain
2014-06-29,24.4,24.8,74.4,10.319,rain,26.8,15.3,69.2,9,rain
2014-06-30,23.2,23.9,82.8,58.149,rain,26.0,14.5,78.0,7,rain
2014-07-01,21.5,21.5,72.5,0.015,rain,23.9,16.0,74.1,10,rain
2014-07-02,17.0,17.0,76.3,0.262,rain,19.4,14.6,93.8,7,rain
2014-07-03,18.4,18.4,61.2,0.003,rain,17.6,15.6,34.6,10,rain
2014-07-04,20.4,20.4,55.5,0.0,,11.4,16.0,40.4,10,partly-cloudy-day
2014-07-05,20.3,20.3,64.1,0.0,,29.1,16.0,62.3,7,partly-cloudy-day
2014-07-06,23.1,23.7,77.7,0.007,rain,20.5,15.6,93.6,8,rain
2014-07-07,25.0,25.1,66.4,0.008,rain,18.2,15.9,39.4,10,rain
2014-07-08,21.6,21.6,69.8,8.51,rain,25.3,15.4,70.1,9,rain
2014-07-09,19.0,19.0,66.7,0.0,,22.6,15.9,36.2,9,partly-cloudy-day
2014-07-10,20.4,20.4,66.0,0.0,,20.5,15.6,41.1,9,partly-cloudy-day
2014-07-11,21.9,21.9,61.1,0.0,,30.5,16.0,60.1,9,partly-cloudy-day
2014-07-12,23.2,23.2,78.0,9.73,rain,18.4,14.1,90.8,8,rain
2014-07-13,22.1,22.2,73.2,0.033,rain,21.4,15.6,66.5,9,rain
2014-07-14,18.2,18.2,67.2,1.451,rain,25.7,15.9,57.8,9,rain
2014-07-15,15.3,15.3,77.7,3.609,rain,22.3,16.0,82.7,8,rain
2014-07-16,16.3,16.3,69.2,0.0,,15.9,14.3,39.8,9,partly-cloudy-day
2014-07-17,18.1,18.1,63.7,0.0,,10.5,15.6,30.1,9,partly-cloudy-day
2014-07-18,20.6,20.6,64.2,0.0,,17.0,16.0,37.6,9,partly-cloudy-day
2014-07-19,22.0,22.0,62.3,0.0,,20.5,16.0,52.7,9,partly-cloudy-day
2014-07-20,22.6,22.7,64.5,0.0,,24.4,16.0,49.9,9,partly-cloudy-day
2014-07-21,25.1,25.6,65.2,0.0,,26.6,15.8,20.5,9,partly-cloudy-day
2014-07-22,27.3,29.2,67.9,0.0,,25.3,15.1,43.2,7,partly-cloudy-day
2014-07-23,21.4,21.4,62.4,0.0,,22.6,15.9,37.3,10,partly-cloudy-day
2014-07-24,19.5,19.5,61.8,0.0,,12.2,16.0,51.4,10,partly-cloudy-day
2014-07-25,19.5,19.5,70.4,0.408,rain,23.1,15.8,78.2,6,rain
2014-07-26,22.5,22.5,77.2,0.0,,14.3,15.3,69.7,7,partly-cloudy-day
2014-07-27,22.1,22.1,72.0,1.848,rain,27.3,14.8,51.1,9,rain
2014-07-28,18.2,18.2,63.5,0.0,,23.3,16.0,39.2,9,partly-cloudy-day
2014-07-29,19.8,19.8,64.1,0.131,rain,17.4,15.8,52.6,9,rain
2014-07-30,19.2,19.2,69.1,0.106,rain,15.3,15.9,36.8,9,rain
2014-07-31,21.9,21.9,63.6,0.051,rain,20.5,16.0,38.9,9,rain
2014-08-01,20.5,20.4,70.4,18.011,rain,23.2,14.7,31.3,8,rain
2014-08-02,21.3,21.4,71.0,0.014,rain,7.5,13.4,27.0,9,rain
2014-08-03,23.0,23.1,70.7,0.0,,12.0,13.8,44.5,9,partly-cloudy-day
2014-08-04,20.5,20.6,83.5,35.266,rain,17.9,12.4,58.5,8,rain
2014-08-05,20.6,20.6,83.2,0.006,rain,12.7,9.9,81.0,8,rain
2014-08-06,20.6,20.6,71.2,0.0,,9.5,11.3,64.3,8,partly-cloudy-day
2014-08-07,20.4,20.4,66.4,0.0,,20.3,15.5,32.8,9,partly-cloudy-day
2014-08-08,20.8,20.8,65.0,0.0,,21.8,15.9,32.1,9,partly-cloudy-day
2014-08-09,20.7,20.7,67.0,0.0,,17.8,15.2,33.6,9,partly-cloudy-day
2014-08-10,20.9,20.9,70.7,0.0,,13.5,15.2,63.8,9,partly-cloudy-day
2014-08-11,21.0,21.0,76.2,4.456,rain,21.5,15.2,68.7,8,rain
2014-08-12,18.7,18.7,65.9,0.017,rain,26.3,16.0,75.7,7,rain
2014-08-13,19.9,20.0,65.2,0.0,,17.0,16.0,41.5,9,partly-cloudy-day
2014-08-14,16.7,16.7,68.3,0.0,,11.4,16.0,35.7,9,partly-cloudy-day
2014-08-15,18.6,18.6,68.2,0.0,,13.4,16.0,28.9,9,partly-cloudy-day
2014-08-16,23.0,23.4,75.4,0.0,,11.9,14.1,53.7,9,partly-cloudy-day
2014-08-17,21.0,21.0,77.1,0.002,rain,17.5,15.0,85.3,8,rain
2014-08-18,22.0,22.3,74.3,0.0,,21.2,15.3,65.0,8,partly-cloudy-day
2014-08-19,22.9,23.0,76.2,13.261,rain,19.9,15.4,61.2,9,rain
2014-08-20,23.1,23.3,74.6,0.0,,14.4,15.2,48.1,8,partly-cloudy-day
2014-08-21,22.5,22.5,90.1,15.04,rain,22.1,14.3,85.2,5,rain
2014-08-22,26.0,27.4,83.3,0.024,rain,12.8,10.5,73.0,5,rain
2014-08-23,24.5,24.5,91.3,1.169,rain,17.2,8.7,93.9,3,rain
2014-08-24,25.5,26.9,82.1,0.0,,19.0,14.5,88.2,8,partly-cloudy-day
2014-08-25,23.8,23.8,87.0,31.563,rain,23.8,13.1,69.9,6,rain
2014-08-26,21.5,21.5,74.0,0.06,rain,18.1,16.0,55.0,8,rain
2014-08-27,19.8,19.8,75.0,0.0,,12.8,16.0,57.6,8,partly-cloudy-day
2014-08-28,19.3,19.3,74.3,0.0,,21.9,14.5,58.1,6,partly-cloudy-day
2014-08-29,23.9,24.8,76.3,0.089,rain,26.1,14.5,69.7,7,rain
2014-08-30,23.0,23.1,81.3,5.681,rain,22.2,14.8,78.8,8,rain
2014-08-31,23.1,23.5,76.4,0.0,,23.3,11.2,48.9,8,partly-cloudy-day
2014-09-01,22.2,22.2,76.0,1.901,rain,18.1,15.9,56.5,8,rain
2014-09-02,19.5,19.5,75.7,0.0,,13.4,14.9,32.3,8,partly-cloudy-day
2014-09-03,21.8,21.9,69.1,0.0,,26.8,15.9,13.4,8,clear-day
2014-09-04,24.3,25.0,76.7,27.178,rain,33.5,15.3,77.4,6,rain
2014-09-05,22.1,22.1,71.2,0.006,rain,22.8,16.0,85.4,8,rain
2014-09-06,17.0,17.0,69.8,0.0,,15.8,16.0,16.4,8,clear-day
2014-09-07,17.9,17.9,69.8,0.0,,11.4,15.7,21.2,8,partly-cloudy-day
2014-09-08,18.8,18.8,67.2,0.0,,27.0,16.0,50.3,8,partly-cloudy-day
2014-09-09,20.9,20.9,70.6,0.14,rain,20.3,16.0,44.4,8,rain
2014-09-10,18.4,18.4,86.7,10.137,rain,37.5,13.4,97.8,8,rain
2014-09-11,9.8,8.5,73.6,0.368,rain,24.6,16.0,98.2,8,rain
2014-09-12,7.0,5.6,89.4,3.731,rain,15.6,15.1,79.1,3,rain
2014-09-13,8.3,7.6,74.6,0.0,,16.2,15.6,46.7,8,partly-cloudy-day
2014-09-14,12.2,12.0,67.1,0.0,,20.0,16.0,50.9,8,partly-cloudy-day
2014-09-15,11.8,11.8,83.8,4.082,rain,18.1,14.3,65.3,4,rain
2014-09-16,10.5,10.5,74.6,0.0,,11.9,14.1,12.5,8,clear-day
2014-09-17,12.5,12.5,75.7,0.0,,9.5,14.6,33.5,8,partly-cloudy-day
2014-09-18,12.4,12.3,87.1,0.0,,12.9,9.9,57.3,8,partly-cloudy-day
2014-09-19,17.5,17.5,69.0,0.0,,34.0,12.5,60.5,8,partly-cloudy-day
2014-09-20,20.7,20.7,75.2,2.59,rain,20.9,15.4,67.9,5,rain
2014-09-21,14.5,14.5,72.4,0.002,rain,27.4,15.9,56.2,8,rain
2014-09-22,12.2,12.1,71.9,0.0,,16.5,15.8,7.1,8,clear-day
2014-09-23,14.6,14.6,72.5,0.0,,13.4,14.6,12.2,8,clear-day
2014-09-24,16.1,16.1,69.5,0.0,,15.9,15.8,51.0,7,partly-cloudy-day
2014-09-25,17.6,17.6,67.8,0.0,,11.6,14.8,27.4,7,partly-cloudy-day
2014-09-26,17.3,17.3,71.0,0.0,,12.9,12.6,11.2,7,clear-day
2014-09-27,19.0,19.0,68.7,0.0,,12.4,13.7,34.7,6,partly-cloudy-day
2014-09-28,18.5,18.5,73.3,0.0,,6.2,12.8,26.2,7,partly-cloudy-day
2014-09-29,16.7,16.7,78.7,1.129,rain,31.8,13.1,50.1,7,rain
2014-09-30,8.3,6.5,82.2,0.0,,21.4,16.0,90.4,7,cloudy
2014-10-01,15.1,14.8,71.5,0.0,,26.8,16.0,87.5,7,partly-cloudy-day
2014-10-02,18.0,18.0,83.7,1.566,rain,19.5,14.0,91.7,3,rain
2014-10-03,11.0,10.0,74.6,14.545,rain,26.6,14.5,98.8,6,rain
2014-10-04,5.5,2.4,72.4,1.302,rain,25.8,15.1,83.0,6,rain
2014-10-05,7.4,6.3,58.3,0.0,,17.8,16.0,63.1,5,partly-cloudy-day
2014-10-06,10.5,10.3,57.9,0.0,,19.8,16.0,68.3,7,partly-cloudy-day
2014-10-07,12.7,12.4,58.1,0.0,,18.0,16.0,53.0,7,partly-cloudy-day
2014-10-08,11.3,10.8,55.1,0.0,,29.0,16.0,16.4,7,clear-day
2014-10-09,8.1,7.9,58.5,0.0,,11.9,16.0,17.1,7,clear-day
2014-10-10,6.7,6.1,66.5,0.0,,13.1,16.0,41.1,6,partly-cloudy-day
2014-10-11,6.5,6.5,69.1,0.0,,9.8,15.8,7.3,7,clear-day
2014-10-12,10.4,9.7,62.8,0.441,rain,26.1,15.5,49.4,6,rain
2014-10-13,13.3,13.3,92.9,32.321,rain,21.5,9.1,100.0,2,rain
2014-10-14,13.0,13.0,92.2,12.625,rain,32.7,12.4,100.0,5,rain
2014-10-15,10.5,9.9,90.3,0.648,rain,23.0,12.6,99.6,2,rain
2014-10-16,13.2,13.2,75.8,0.0,,13.5,15.9,68.9,6,partly-cloudy-day
2014-10-17,11.8,11.6,73.6,0.002,rain,23.8,15.9,63.6,3,rain
2014-10-18,7.8,6.2,70.9,0.003,rain,28.0,16.0,68.5,6,rain
2014-10-19,7.6,7.2,74.5,0.0,,23.4,15.7,42.1,4,partly-cloudy-day
2014-10-20,11.8,11.7,65.6,0.0,,26.1,16.0,54.4,6,partly-cloudy-day
2014-10-21,6.8,5.2,75.8,0.0,,17.9,15.3,64.7,6,partly-cloudy-day
2014-10-22,5.6,5.3,75.5,0.0,,16.5,11.6,26.9,6,partly-cloudy-day
2014-10-23,8.2,7.1,82.7,2.459,rain,17.2,14.1,72.4,3,rain
2014-10-24,12.1,12.0,86.2,0.0,,14.3,9.2,96.8,5,cloudy
2014-10-25,14.9,14.9,56.3,0.0,,25.4,13.4,19.2,6,clear-day
2014-10-26,10.4,10.2,47.9,0.37,rain,15.7,16.0,33.8,6,rain
2014-10-27,17.6,17.6,59.7,1.614,rain,21.5,16.0,66.1,5,rain
2014-10-28,11.2,10.1,60.1,0.0,,28.0,16.0,64.9,6,partly-cloudy-day
2014-10-29,6.0,3.8,63.3,0.0,,24.2,16.0,69.6,5,partly-cloudy-day
2014-10-30,5.6,5.1,73.3,0.0,,21.7,16.0,71.6,4,partly-cloudy-day
2014-10-31,1.9,-3.3,58.7,0.215,"rain,snow",40.7,15.4,74.8,6,rain
2014-11-01,0.0,-2.1,64.0,0.0,,11.5,16.0,13.9,6,clear-day
2014-11-02,5.7,3.2,51.4,0.0,,28.1,16.0,49.3,4,partly-cloudy-day
2014-11-03,10.7,9.4,52.1,1.968,rain,21.6,15.8,63.0,5,rain
2014-11-04,10.4,8.9,68.1,2.062,rain,22.9,15.9,61.7,3,rain
2014-11-05,7.7,7.1,66.8,0.833,rain,19.6,16.0,68.2,4,rain
2014-11-06,4.1,0.1,74.4,0.217,rain,30.9,15.4,97.8,5,rain
2014-11-07,3.2,0.9,62.7,0.211,rain,27.5,16.0,77.9,4,rain
2014-11-08,5.2,2.1,59.4,0.641,rain,25.9,16.0,89.0,5,rain
2014-11-09,5.6,3.4,61.7,0.426,rain,22.2,15.9,91.0,4,rain
2014-11-10,6.7,4.4,82.1,0.004,rain,22.0,12.2,89.8,4,rain
2014-11-11,1.2,-3.9,78.4,0.661,"rain,snow",30.7,14.3,100.0,2,rain
2014-11-12,-4.3,-9.7,63.9,0.0,,20.4,15.4,63.7,4,partly-cloudy-day
2014-11-13,-3.9,-9.0,66.6,0.0,,21.5,14.1,99.2,3,cloudy
2014-11-14,-5.7,-8.6,68.7,0.0,,12.9,15.5,70.3,4,partly-cloudy-day
2014-11-15,-7.0,-8.1,75.7,1.945,snow,12.1,12.6,58.8,3,snow
2014-11-16,-5.4,-9.9,79.8,0.211,snow,17.8,10.6,82.5,2,snow
2014-11-17,-11.3,-18.3,70.2,0.0,,29.5,14.5,61.9,3,partly-cloudy-day
2014-11-18,-10.1,-17.1,64.6,0.0,,21.6,16.0,78.7,3,partly-cloudy-day
2014-11-19,-5.7,-11.9,66.0,0.211,snow,24.2,14.9,84.2,4,snow
2014-11-20,-8.0,-13.4,56.2,0.0,,25.2,16.0,11.0,5,clear-day
2014-11-21,-7.0,-10.9,55.7,0.0,,25.4,16.0,28.8,5,partly-cloudy-day
2014-11-22,4.2,0.9,89.7,0.219,"rain,snow",25.6,7.0,100.0,1,rain
2014-11-23,9.1,7.1,94.7,15.342,rain,19.9,5.7,100.0,1,rain
2014-11-24,1.0,-3.3,92.7,7.048,"rain,snow",24.1,4.8,100.0,1,rain
2014-11-25,-6.8,-10.8,82.0,0.213,snow,17.8,15.0,75.8,5,snow
2014-11-26,-9.0,-11.1,87.2,0.0,,13.3,7.9,71.8,4,partly-cloudy-day
2014-11-27,-8.4,-12.1,76.7,0.0,,20.4,14.4,70.5,3,partly-cloudy-day
2014-11-28,-5.7,-10.7,76.2,0.22,snow,26.5,14.3,94.8,4,snow
2014-11-29,2.7,-0.6,87.3,0.0,,19.4,11.8,37.0,1,partly-cloudy-day
2014-11-30,-1.6,-6.3,76.6,0.0,,25.2,11.1,57.7,4,partly-cloudy-day
2014-12-01,-11.6,-18.4,55.2,0.0,,24.8,16.0,34.9,4,partly-cloudy-day
2014-12-02,-4.8,-9.0,67.4,0.0,,24.5,15.9,84.5,4,partly-cloudy-day
2014-12-03,-3.2,-7.5,58.1,0.0,,21.2,16.0,13.0,5,clear-day
2014-12-04,-4.7,-8.1,65.3,0.0,,18.2,16.0,74.8,4,partly-cloudy-day
2014-12-05,0.4,-1.8,84.6,0.0,,12.6,7.4,99.5,1,cloudy
2014-12-06,-1.8,-5.5,76.1,0.0,,22.6,11.9,33.5,4,partly-cloudy-day
2014-12-07,-2.4,-5.7,70.8,0.0,,25.3,15.6,61.8,1,partly-cloudy-day
2014-12-08,0.8,-3.0,90.9,4.606,"rain,snow",21.9,6.9,100.0,1,rain
2014-12-09,-0.2,-4.1,81.6,0.0,,18.3,15.6,96.2,4,cloudy
2014-12-10,-3.7,-6.7,81.3,0.0,,15.4,13.7,100.0,4,cloudy
2014-12-11,-4.2,-7.7,84.1,0.0,,13.5,11.0,68.9,4,partly-cloudy-day
2014-12-12,-0.2,-2.4,91.8,0.0,,12.9,6.6,100.0,3,cloudy
2014-12-13,3.9,2.4,95.4,0.0,,10.8,3.1,97.7,1,cloudy
2014-12-14,6.9,5.1,96.7,0.0,,14.4,1.0,100.0,1,cloudy
2014-12-15,7.0,4.5,96.6,4.086,rain,22.7,3.9,100.0,2,rain
2014-12-16,2.0,-1.7,85.1,2.338,"rain,snow",28.7,10.9,100.0,2,rain
2014-12-17,-5.0,-10.0,71.6,0.0,,20.8,15.9,84.0,4,partly-cloudy-day
2014-12-18,-5.0,-6.1,81.1,0.0,,8.9,15.6,77.3,2,partly-cloudy-day
2014-12-19,-3.3,-4.2,78.9,0.0,,7.6,14.4,99.7,3,cloudy
2014-12-20,-1.8,-4.5,83.7,0.0,,12.0,10.5,100.0,2,cloudy
2014-12-21,1.0,-3.7,86.5,0.0,,26.0,9.0,100.0,3,cloudy
2014-12-22,1.9,-2.5,87.2,3.293,"rain,snow",23.8,7.7,100.0,2,rain
2014-12-23,4.4,1.4,92.0,7.762,rain,22.0,9.8,100.0,2,rain
2014-12-24,1.7,-0.4,93.1,0.0,,14.8,9.9,100.0,2,cloudy
2014-12-25,2.5,-1.3,76.5,0.0,,25.5,16.0,83.8,3,partly-cloudy-day
2014-12-26,3.6,1.7,81.6,0.003,rain,17.4,16.0,53.6,3,rain
2014-12-27,1.8,-1.2,84.3,1.386,rain,19.7,13.7,98.5,2,rain
2014-12-28,-4.0,-6.2,71.5,0.0,,17.8,16.0,30.0,4,partly-cloudy-day
2014-12-29,-7.2,-13.2,63.8,0.0,,21.9,16.0,64.6,3,partly-cloudy-day
2014-12-30,-13.6,-20.3,54.6,0.0,,17.3,16.0,12.0,4,clear-day
2014-12-31,-12.6,-20.0,59.0,0.0,,30.1,16.0,14.7,4,clear-day
2015-01-01,-6.0,-10.9,65.4,0.0,,20.9,16.0,56.3,4,partly-cloudy-day
2015-01-02,-4.0,-6.4,69.1,0.0,,14.4,16.0,67.7,4,partly-cloudy-day
2015-01-03,-1.2,-3.7,86.9,1.175,"rain,snow",14.6,6.6,99.5,1,rain
2015-01-04,-9.2,-16.4,70.6,2.435,"rain,snow",29.2,9.7,74.8,2,snow
2015-01-05,-19.0,-24.9,66.9,2.84,snow,16.4,13.7,55.7,4,snow
2015-01-06,-16.1,-21.6,69.8,0.388,snow,27.7,14.4,66.1,4,snow
2015-01-07,-19.2,-28.4,53.9,0.0,,29.2,16.0,9.9,4,clear-day
2015-01-08,-17.1,-26.4,71.6,2.784,snow,29.9,10.5,69.0,2,snow
2015-01-09,-16.1,-23.9,58.9,0.288,snow,25.9,15.6,47.9,3,snow
2015-01-10,-13.3,-19.5,67.7,0.0,,22.3,16.0,66.6,5,partly-cloudy-day
2015-01-11,-7.1,-9.4,68.4,0.0,,14.2,16.0,77.4,3,partly-cloudy-day
2015-01-12,-12.1,-18.6,63.7,0.0,,29.1,16.0,25.0,5,partly-cloudy-day
2015-01-13,-14.1,-16.8,73.4,0.0,,12.5,15.5,49.6,5,partly-cloudy-day
2015-01-14,-10.4,-13.8,76.4,0.0,,12.9,15.5,78.9,5,partly-cloudy-day
2015-01-15,-2.6,-6.1,72.9,0.0,,15.0,13.9,52.5,5,partly-cloudy-day
2015-01-16,-2.3,-6.4,76.2,0.0,,25.7,15.7,87.5,4,partly-cloudy-day
2015-01-17,2.2,-1.7,74.0,0.0,,22.5,14.6,80.9,2,partly-cloudy-day
2015-01-18,2.1,-0.7,69.6,0.0,,20.6,15.9,67.2,5,partly-cloudy-day
2015-01-19,-0.9,-3.0,84.5,0.288,"rain,snow",16.3,14.7,83.8,3,rain
2015-01-20,-0.1,-3.9,88.7,0.0,,21.9,11.6,100.0,3,cloudy
2015-01-21,-1.8,-4.4,83.8,0.844,"rain,snow",14.7,11.5,99.7,3,snow
2015-01-22,-1.6,-4.4,76.7,0.0,,14.6,14.8,80.9,5,partly-cloudy-day
2015-01-23,-0.9,-5.1,76.7,0.0,,18.5,14.8,84.9,5,partly-cloudy-day
2015-01-24,0.3,-1.2,85.5,0.0,,12.5,14.5,94.8,5,cloudy
2015-01-25,-4.3,-10.6,76.5,0.0,,32.8,14.5,80.8,3,partly-cloudy-day
2015-01-26,-6.8,-10.2,85.4,1.409,snow,17.0,9.1,77.4,3,snow
2015-01-27,-3.1,-5.5,85.9,0.0,,11.6,9.4,100.0,4,cloudy
2015-01-28,-2.1,-7.5,74.8,0.0,,29.6,15.5,80.6,4,partly-cloudy-day
2015-01-29,0.0,-4.8,71.3,0.211,"rain,snow",29.2,14.4,100.0,5,rain
2015-01-30,-6.5,-9.4,60.6,0.0,,18.7,16.0,43.0,5,partly-cloudy-day
2015-01-31,-2.2,-5.3,70.2,2.069,"rain,snow",20.2,13.7,81.4,3,rain
2015-02-01,-9.1,-18.7,81.3,6.842,snow,46.5,3.1,99.1,1,snow
2015-02-02,-13.4,-19.1,64.8,0.0,,28.7,16.0,30.2,6,partly-cloudy-day
2015-02-03,-11.4,-14.2,78.6,2.733,snow,10.4,12.9,63.0,3,snow
2015-02-04,-9.8,-15.8,66.7,0.0,,22.5,15.6,62.8,2,partly-cloudy-day
2015-02-05,-14.6,-20.2,62.3,0.0,,22.6,15.8,18.9,6,clear-day
2015-02-06,-7.2,-10.5,63.9,0.0,,15.2,15.6,48.5,5,partly-cloudy-day
2015-02-07,-2.8,-4.2,82.8,0.0,,15.0,7.5,57.5,4,partly-cloudy-day
2015-02-08,-2.9,-8.1,89.0,0.0,,28.1,7.5,92.6,3,cloudy
2015-02-09,-6.8,-11.3,71.8,0.0,,23.4,16.0,46.3,6,partly-cloudy-day
2015-02-10,-7.2,-10.3,76.0,0.211,snow,23.9,15.2,72.0,5,snow
2015-02-11,-2.7,-8.3,69.5,0.0,,28.2,13.9,79.6,6,partly-cloudy-day
2015-02-12,-12.4,-18.3,58.2,0.211,snow,30.6,14.8,52.6,6,snow
2015-02-13,-9.9,-14.2,68.3,0.0,,18.5,15.9,73.4,4,partly-cloudy-day
2015-02-14,-12.6,-22.1,51.3,0.0,,40.5,14.3,59.4,5,partly-cloudy-day
2015-02-15,-15.7,-21.3,57.7,0.0,,14.2,16.0,67.6,5,partly-cloudy-day
2015-02-16,-9.8,-14.2,62.6,0.0,,10.9,15.7,99.9,6,cloudy
2015-02-17,-10.4,-16.2,61.8,0.0,,17.8,13.5,85.6,6,partly-cloudy-day
2015-02-18,-17.1,-25.6,59.0,0.0,,27.5,14.3,65.8,4,partly-cloudy-day
2015-02-19,-19.8,-25.1,52.7,0.0,,18.8,16.0,0.0,7,clear-day
2015-02-20,-13.2,-20.9,64.6,0.0,,30.7,13.4,82.8,4,partly-cloudy-day
2015-02-21,-4.5,-7.6,65.4,0.0,,20.7,15.2,88.6,4,partly-cloudy-day
2015-02-22,-13.3,-20.9,53.9,0.0,,26.1,16.0,16.8,7,clear-day
2015-02-23,-17.2,-22.6,50.6,0.0,,18.2,16.0,9.5,7,clear-day
2015-02-24,-5.8,-12.5,49.8,0.0,,25.9,15.7,51.6,5,partly-cloudy-day
2015-02-25,-10.6,-14.1,60.9,1.195,snow,15.5,11.7,73.9,3,snow
2015-02-26,-13.6,-20.4,59.0,0.0,,21.6,16.0,38.9,6,partly-cloudy-day
2015-02-27,-14.8,-18.4,56.4,0.0,,11.8,16.0,0.0,7,clear-day
2015-02-28,-14.1,-18.7,61.4,0.0,,19.0,15.6,36.8,7,partly-cloudy-day
2015-03-01,-6.7,-10.7,69.4,0.0,,19.3,13.2,67.8,5,partly-cloudy-day
2015-03-02,-6.5,-9.4,61.7,0.0,,14.9,15.9,46.6,7,partly-cloudy-day
2015-03-03,-2.3,-7.2,75.5,2.122,"rain,snow",21.8,11.9,99.0,2,rain
2015-03-04,-9.6,-16.5,51.5,0.0,,25.1,16.0,24.6,7,partly-cloudy-day
2015-03-05,-13.9,-19.3,51.6,0.0,,15.0,16.0,0.0,8,clear-day
2015-03-06,-8.3,-13.5,61.1,0.0,,23.1,16.0,33.9,7,partly-cloudy-day
2015-03-07,0.9,-1.2,62.9,0.0,,22.0,15.5,33.6,7,partly-cloudy-day
2015-03-08,2.7,0.7,66.5,0.0,,18.2,16.0,31.2,7,partly-cloudy-day
2015-03-09,4.2,3.2,67.5,0.0,,17.4,15.6,10.4,7,clear-day
2015-03-10,5.6,4.0,77.5,0.0,,16.1,10.1,36.3,7,partly-cloudy-day
2015-03-11,5.9,5.6,61.1,0.0,,11.4,13.3,5.8,8,clear-day
2015-03-12,6.6,5.3,51.7,0.0,,29.6,16.0,44.5,7,partly-cloudy-day
2015-03-13,9.8,9.1,62.2,0.0,,19.4,15.2,39.3,7,partly-cloudy-day
2015-03-14,9.0,7.6,56.9,0.0,,25.8,16.0,18.4,8,clear-day
2015-03-15,8.0,7.6,57.6,0.0,,24.7,16.0,39.3,5,partly-cloudy-day
2015-03-16,12.9,12.7,45.9,0.0,,19.4,16.0,49.6,5,partly-cloudy-day
2015-03-17,3.9,0.2,39.5,0.0,,34.7,16.0,29.6,8,partly-cloudy-day
2015-03-18,3.4,3.1,40.5,0.0,,10.1,16.0,55.7,4,partly-cloudy-day
2015-03-19,5.2,3.5,43.1,0.0,,23.2,15.9,95.6,5,cloudy
2015-03-20,8.1,6.8,49.7,0.0,,17.8,16.0,78.9,7,partly-cloudy-day
